collection,sms_txt_dirty,sms_txt_clean,collection_log
ham,You need to get up. Now.,need get up. now.,1
ham,They r giving a second chance to rahul dengra.,r give second chanc rahul dengra.,1
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?","yeah, fact ask need anyth like hour ago. much?",1
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,first strike red one. bird + antelop begin toplay fieldof selfindepend believ + flower content grow.random!,1
ham,Y Ã¼ wan to go there? C doctor?,ã¼ wan go there? c doctor?,1
ham,Does daddy have a bb now.,daddi bb now.,1
spam,"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!","free msg: get gnarl barkley ""crazy"" rington total free repli go messag right now!",0
ham,She's borderline but yeah whatever.,borderlin yeah whatever.,1
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,got call landlin number. . . ask come anna nagar . . . go afternoon,1
ham,"Until 545 lor... Ya, can go 4 dinner together...","545 lor... ya, go 4 dinner together...",1
ham,I will be gentle princess! We will make sweet gentle love...,gentl princess! make sweet gentl love...,1
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch,u doin babi girl ?? hope u okay everi time call ure phone off! miss u get touch,1
ham,"Sorry, went to bed early, nightnight","sorry, went bed early, nightnight",1
ham,I like to think there's always the possibility of being in a pub later.,like think there alway possibl pub later.,1
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),hmm yeah groov out! im look forward pound special :),1
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,got video tape pple type messag lor. u free wan 2 help me? hee... cos noe u wan 2 watch infern affair ask u along. ask shuhui oso.,1
ham,Hi dude hw r u da realy mising u today,hi dude hw r u da reali mise u today,1
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,hungri buy food good lei... mum n yun dun wan juz buy littl bit...,1
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refus loan? secur unsecured? can't get credit? call free 0800 195 6669 text back help & will!,0
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,probabl eat today. think i'm gonna pop. weekend? u miss me?,1
ham,I knew it... U slept v late yest? Wake up so late...,knew it... u slept v late yest? wake late...,1
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,haha... dont angri yourself... take practic real thing. =),1
ham,Where is that one day training:-),one day training:-),1
ham,So i could kiss and feel you next to me...,could kiss feel next me...,1
ham,Have a nice day my dear.,nice day dear.,1
ham,I sent lanre fakeye's Eckankar details to the mail box,sent lanr fakey eckankar detail mail box,1
ham,Your dad is back in ph?,dad back ph?,1
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo","special select receiv ""3000 award! call 08712402050 line close. cost 10ppm. 16+. t&cs apply. ag promo",0
ham,If you ask her or she say any please message.,ask say pleas message.,1
ham,"If e timing can, then i go w u lor...","e time can, go w u lor...",1
ham,Love you aathi..love u lot..,love aathi..lov u lot..,1
ham,I was just callin to say hi. Take care bruv!,callin say hi. take care bruv!,1
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386,won! valu vodafon custom comput pick win â£150 prize. collect easy. call 09061743386,0
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,u turn heater? heater set &lt;#&gt; degrees.,1
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,thank message. realli appreci sacrifice. i'm sure process direct pay find way back test tomorrow. i'm class now. wonder day.,1
ham,"That's the trouble with classes that go well - you're due a dodgey one â¦ Expecting mine tomo! See you for recovery, same time, same place ","that troubl class go well - due dodgey one â¦ expect mine tomo! see recovery, time, place",1
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,free video camera phone half price line rental 12 mths 500 cross ntwk min 100 txts. call mobileupd8 08001950382 call2optout/674&,0
ham,WOT U UP 2 J?,wot u 2 j?,1
ham,"Night night, see you tomorrow","night night, see tomorrow",1
ham,Roger that. Weâre probably going to rem in about 20,roger that. weâr probabl go rem 20,1
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,u think girl propos u today se ur bloodi funki shit fuck face...............asssssholeeee................,1
ham,I wish u were here. I feel so alone,wish u here. feel alon,1
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer - doubl min & doubl txt best orang tariff get latest camera phone 4 free! call mobileupd8 free 08000839402 now! 2stoptxt t&cs,0
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,reason team budget avail last buy unsold player base rate..,1
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel! sweet dreamz littl buddy!! c ya 2moro! need bloke,1
spam,ringtoneking 84484,ringtonek 84484,0
ham,Huh i cant thk of more oredi how many pages do we have?,huh cant thk oredi mani page have?,1
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,fren go lor. alon wif mum n sis lor.,1
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,nationwid auto centr (or someth like that) newport road. like,1
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly","hey, miss tm last night phone charg ... *smiles* ... meet friend short",1
ham,"Whatever, juliana. Do whatever you want.","whatever, juliana. whatev want.",1
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e","friendship game play, word say, doesn\'t start march end may, tomorrow, yesterday, today e",1
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,rington club: gr8 new poli direct mobil everi week !,0
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.","hello. sort town already. . dont rush home, eat nachos. let know eta.",1
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,ok lor. anyway thk cant get ticket cos like quit late already. u wan 2 go look 4 ur fren not? darren wif now...,1
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,(bank granit issu strong-buy) explos pick member *****up 300% *********** nasdaq symbol cdgt $5.00 per..,0
ham,I am on the way to ur home,way ur home,1
ham,"Dizzamn, aight I'll ask my suitemates when I get back","dizzamn, aight i'll ask suitem get back",1
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word","nimbomsons. yep phone know one. obviously, cos that real word",1
ham,I love to cuddle! I want to hold you in my strong arms right now...,love cuddle! want hold strong arm right now...,1
ham,R u in this continent?,r u continent?,1
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,we'll pay like &lt;#&gt; yrs difficult,1
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bore housewives! chat n date now! 0871750.77.11! bt-nation rate 10p/min landlines!,0
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,tri call repli sms video mobil 750 min unlimit text free camcord repli call 08000930705 del thur,0
ham,K...k...when will you give treat?,k...k...when give treat?,1
spam,"This is the 2nd time we have tried to contact u. U have won the Â£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate","2nd time tri contact u. u â£400 prize. 2 claim easy, call 087104711148 now! 10p per minute. bt-national-r",0
ham,He's just gonna worry for nothing. And he won't give you money its no use.,he gonna worri nothing. give money use.,1
ham,Did you get any gift? This year i didnt get anything. So bad,get gift? year didnt get anything. bad,1
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewher beneath pale moon light someon think u dream come true... goodnit &amp; sweet dream,1
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,well there pattern emerg friend tell drive come smoke tell i'm weed fiend/mak smoke much/imped thing see i'm hesit,1
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",", ow u dey.i paid 60,400thousad.i told u would call .",1
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,im fine babe aint 2 much tho! saw scari movi yest quit funny! want 2mrw afternoon? town mall sumthin?xx,1
ham,I'm reaching home in 5 min.,i'm reach home 5 min.,1
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx","forgot work today! wanna chat, thing ok drop text free / bore etc i'll ring. hope well, nose essay xx",1
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,ha... must walk everywhere... cannot take tram. cousin said walk vic market hotel,1
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","wan2 win meet+greet westlif 4 u m8? current tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 3 83049. cost 50p +std text",0
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,pleas call custom servic repres freephon 0808 145 4742 9am-11pm guarante â£1000 cash â£5000 prize!,0
ham,Discussed with your mother ah?,discuss mother ah?,1
ham,Ok.,ok.,1
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty","sorry, can't text &amp; drive coherently, see twenti",1
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,receiv week tripl echo rington shortly. enjoy it!,0
ham,In which place i can get rooms cheap:-),place get room cheap:-),1
ham,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,eek that lot time especi sinc american pie like 8 minut long. can't stop sing it.,1
ham,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI,gran onlyfound afew day ago.cusoon honi,1
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at Â£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS","u'v select stay 1 250 top british hotel - nothing! holiday valu â£350! dial 08712300220 claim - nation rate call. bx526, sw73ss",0
ham,University of southern california.,univers southern california.,1
ham,We have to pick rayan macleran there.,pick rayan macleran there.,1
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,u gd lor go shop got stuff do. u wan 2 watch infern affair not? come lar...,1
ham,Well. Balls. Time to make calls,well. balls. time make call,1
ham,Wat time Ã¼ wan today?,wat time ã¼ wan today?,1
ham, &lt;#&gt;  in mca. But not conform.,&lt;#&gt; mca. conform.,1
ham,Oh ok.. Wat's ur email?,oh ok.. wat ur email?,1
ham,"Yes, princess. Are you going to make me moan?","yes, princess. go make moan?",1
ham,Lol its ok I didn't remember til last nite,lol ok rememb til last nite,1
ham,"[â¦] anyway, many good evenings to u! s","[â¦] anyway, mani good even u!",1
ham,"Cool, I'll text you in a few","cool, i'll text",1
ham,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..","sorri vikky, i'm watch olav mandara movi kano trishul theatr wit frnds..",1
ham,I'm very happy for you babe ! Woo hoo party on dude!,i'm happi babe ! woo hoo parti dude!,1
ham,I am taking you for italian food. How about a pretty dress with no panties? :),take italian food. pretti dress panties? :),1
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K,wot u 2? thout u gonna call me!! txt bak luv k,1
spam,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,chosen receiv â£350 award! pls call claim number 09066364311 collect award select receiv valu mobil customer.,0
ham,How are you holding up?,hold up?,1
ham,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,dont flatter yourself... tell man mine two pint carlin ten minut please....,1
ham,Hope you are not scared!,hope scared!,1
ham,I cant pick the phone right now. Pls send a message,cant pick phone right now. pls send messag,1
ham,I'm at home n ready...,i'm home n ready...,1
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!,pleas call custom servic repres freephon 0808 145 4742 9am-11pm guarante â£1000 cash â£5000 prize!,0
ham,What time do u get out?,time u get out?,1
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours,liter bed like &lt;#&gt; hour,1
ham,"Yes, my reg is  Ciao!","yes, reg ciao!",1
ham,If You mean the website. Yes.,mean website. yes.,1
spam,Win a Â£1000 cash prize or a prize worth Â£5000,win â£1000 cash prize prize worth â£5000,0
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","thank rington order, refer number x49.your mobil charg 4.50. tone arriv pleas call custom servic 09065989182",0
ham,Lol or I could just starve and lose a pound by the end of the day.,lol could starv lose pound end day.,1
ham,Yeah that's the impression I got,yeah that impress got,1
ham,Ok ok take care. I can understand.,ok ok take care. understand.,1
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL","motiv behind everi darkness, shine light wait find it... behind everi best friend, alway trust love... bslvyl",1
ham,"Ya ok, then had dinner?","ya ok, dinner?",1
ham,I was slept that time.you there?,slept time.you there?,1
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,dont make ne plan nxt wknd coz want us come ok,1
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,school starting. stay. what weather like. food. social support system like friend school. thing important.,1
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)","ha ha nan yalrigu heltini..iyo kothi chikku, u share mani thing wit me..so far told bodi even utter word abt u.. ur trust much tell others.. plz nxt time dont use word me..ok, chikku:-);-)b-)",1
ham,Noice. Text me when you're here,noice. text,1
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,hi di yiju we'r meet 7 pm esaplanad tonight.,1
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP,mobi pub quiz.win â£100 high street prize u know new duchess cornwal be? txt first name 82277.unsub stop â£1.50 008704050406 sp,0
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!","week savamob member offer accessible. call 08709501522 details! savamob, pobox 139, la3 2wu. â£1.50/week. savamob - offer mobile!",0
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was","aight i'v set free, think could text blake address? occur i'm quit sure i'm thought",1
ham,Hi dear we saw dear. We both are happy. Where you my battery is low,hi dear saw dear. happy. batteri low,1
ham,How are you. Its been ages. How's abj,you. ages. how abj,1
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,prof: pass paper sem congrat . . . . student: enna kalaachutaarama..!! prof:???? gud mrng!,1
ham,Dont kick coco when he's down,dont kick coco he,1
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,fyi i'm gonna call sporad start like &lt;#&gt; bc doin shit,1
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ","contact date servic someon know! find is, call mobil landlin 09064017305 pobox75ldns7",0
spam,TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,tbs/persolvo. chase us sinc sept forâ£38 definit pay thank information. ignor them. kath. manchester.,0
ham,Hope youÂre not having too much fun without me!! see u tomorrow love jess x,hope youâr much fun without me!! see u tomorrow love jess x,1
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ok wont call disturb one. know avoid me. burden,1
ham,I've reached home n i bathe liao... U can call me now...,i'v reach home n bath liao... u call now...,1
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,loan purpos even bad credit! tenant welcome. call noworriesloans.com 08717111821,0
ham,Was the actual exam harder than NBME,actual exam harder nbme,1
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,lot sick thing go round. take easy. hope u feel better soon. lol,1
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","god pick flower dippeditinadew, love touch itwhichturnedinto u, gift tomeandsaid,thi friend 4u",1
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,87077: kick new season 2wks free goal & news ur mobile! txt ur club name 87077 eg villa 87077,0
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,hey sathya till dint meet even singl time saw situat sathya.,1
ham,Gam gone after outstanding innings.,gam gone outstand innings.,1
ham,O i played smash bros  &lt;#&gt;  religiously.,play smash bros &lt;#&gt; religiously.,1
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola","sir, good morning. hope good weekend. call let know abl rais &lt;#&gt; dad. howev said would make rest avail mid feb. amount still quit short hope would help. good day. abiola",1
ham,Hurry home. Soup is DONE!,hurri home. soup done!,1
ham,No no. I will check all rooms befor activities,no. check room befor activ,1
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.","good afternoon, love. good see word ym get tm. smart move, slave ... *smiles* ... drink coffe await you.",1
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quit ok bit ex... u better go eat smth els i'll feel guilty...,1
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.","orang bring rington time chart heroes, free hit week! go rington & pic wap. stop receiv tip repli stop.",0
ham,Lemme know when you're here,lemm know,1
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,private! 2003 account statement 07973788240 show 800 un-redeem s. i. m. points. call 08715203649 identifi code: 40533 expir 31/10/04,0
ham,He needs to stop going to bed and make with the fucking dealing,need stop go bed make fuck deal,1
ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea","you, love ? brother ? time talk english ? *grins* say : hey muhommad, penni say hello across sea",1
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,tri call repli sms video mobil 750 min unlimit text + free camcord repli call 08000930705,0
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj","hey doc pls want get nice shirt hubbi nice fite one budget &lt;#&gt; k help pls load card abi hw,keep post luv. 2 mj",1
ham,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinc elabor test willpow,1
ham,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng","life noth wen v get everything. ""life everyth wen v miss someth "". real valu peopl wil realiz absence.... gud mrng",1
ham,how are you? I miss you!,you? miss you!,1
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ain't answerin phone actual pretti reason hour i'm sleepi,1
ham,"Hey , is * rite u put Â»10 evey mnth is that all?","hey , * rite u put â»10 evey mnth all?",1
ham,i am going to bed now prin,go bed prin,1
ham,I think just yourself â¦Thanks and see you tomo,think â¦thank see tomo,1
ham,If u dun drive then how i go 2 sch.,u dun drive go 2 sch.,1
ham,I not at home now lei...,home lei...,1
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd,gsoh? good spam ladies?u could b male gigolo? 2 join uk fastest grow men club repli oncall. mjzgroup. 08714342399.2stop repli stop. msg@â£1.50rcvd,0
ham,Ok then i will come to ur home after half an hour,ok come ur home half hour,1
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u secret admir look 2 make contact u-find r*reveal think ur special-cal 09058094599,0
ham,Do u hav any frnd by name ashwini in ur college?,u hav frnd name ashwini ur college?,1
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,jus finish lunch way home lor... tot u dun wan 2 stay sch today...,1
ham,K then 2marrow are you coming to class.,k 2marrow come class.,1
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","hot live fantasi call 08707500020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 nation rate call",0
ham,Pls send me your address sir.,pls send address sir.,1
ham,I want to lick your pussy now...,want lick pussi now...,1
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack","yo, gonna still stock tomorrow/today? i'm tri get dubsack",1
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent! mobil number award <ukp>2000 prize guaranteed. call 09061790125 landline. claim 3030. valid 12hrs 150ppm,0
ham,"I'll see, but prolly yeah","i'll see, prolli yeah",1
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,thought could go dinner. i'll treat you! seem ok?,1
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,? ? stand away ? heart ach without ? wonder ? crave ?,1
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry. never hear unless book it. one kinda joke--thet realli look skinni white girls. one line--you much camera that. someth like they'r cast look.,1
ham,What you doing?how are you?,doing?how you?,1
ham,"Sure thing big man. i have hockey elections at 6, shouldnât go on longer than an hour though","sure thing big man. hockey elect 6, shouldnât go longer hour though",1
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor. saw swatch one thk quit ok. ard 116 need 2nd opinion leh...,1
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya u like hlday pic look horribl took mo out! how camp amrca thing? speak soon serena:),1
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.","babe! goe day ? ? miss already, love ... * love kiss* ... hope everyth goe well.",1
ham,Yunny... I'm goin to be late,yunny... i'm goin late,1
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescrib morphin caus pain med enough. wait mom bring it. med kick fast i'm gonna tri later,1
ham,"Cool, want me to go to kappa or should I meet you outside mu","cool, want go kappa meet outsid mu",1
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe","hey sexi bun ! told ? ador you, loverboy. hope rememb thank sister law meatbal *grins* ... love you, babe",1
ham,May b approve panalam...but it should have more posts..,may b approv panalam...but posts..,1
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","spjanuari male sale! hot gay chat cheaper, call 08709222922. nation rate 1.5p/min cheap 7.8p/min peak! stop text call 08712460324 (10p/min)",0
ham,"Sorry, I'll call later","sorry, i'll call later",1
ham,I dont thnk its a wrong calling between us,dont thnk wrong call us,1
ham,Me i'm not workin. Once i get job...,i'm workin. get job...,1
ham,And by when you're done I mean now,done mean,1
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...","ur luck love someone. ur fortun love one love u. but, miracl love person can't love anyon except u... gud nyt...",1
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi babi ive got back work want see u allday! hope didnt piss u phone today. u give call xxx,1
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day ready! i'm horni & live town. love sex fun & games! netcollex ltd 08700621170150p per msg repli stop end,0
ham,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boy bring perf? legal.,1
ham,No need to say anything to me. I know i am an outsider,need say anyth me. know outsid,1
ham,have you ever had one foot before?,ever one foot before?,1
ham,Just got to  &lt;#&gt;,got &lt;#&gt;,1
ham,"Good! No, donât need any receiptsâwell done! (â¦) Yes, please tell . Whatâs her number, i could ring her","good! no, donât need receiptsâwel done! (â¦) yes, pleas tell . whatâ number, could ring",1
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt","ever green quot ever told jerri cartoon ""a person irrit u alway one love u vri much fail express it...!..!! :-) :-) gud nyt",1
ham,Leave it wif me lar... Ã wan to carry meh so heavy... Is da num 98321561 familiar to Ã¼?,leav wif lar... ã wan carri meh heavy... da num 98321561 familiar ã¼?,1
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beauti truth : express face could seen everyone... depress heart could understood love ones.. gud ni8;-),1
ham,Infact happy new year. How are you where are you when are we seeing,infact happi new year. see,1
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)","simpson movi releas juli 2007 name band die start film? a-green day, b-blue day, c-red day. (send a, b c)",0
ham,That's a shame! Maybe cld meet for few hrs tomo?,that shame! mayb cld meet hrs tomo?,1
ham,Lol I would but despite these cramps I like being a girl.,lol would despit cramp like girl.,1
ham,I canÂt wait for cornwall. Hope tonight isnÂt too bad as well but itÂs rock night shite. Anyway iÂm going for a kip now have a good night. Speak to you soon.,canât wait cornwall. hope tonight isnât bad well itâ rock night shite. anyway iâm go kip good night. speak soon.,1
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pls help tell sura i'm expect batteri hont. pls send messag download movies. thank,1
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,pleas call amanda regard renew upgrad current t-mobil handset free charge. offer end today. tel 0845 021 3680 subject t c,0
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","found way get anoth app phone, eh ? go net cafe ? take job? geeee need babe. crave see ...",1
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,work mon thur sat cant leh... book liao... day u free?,1
